begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol
2019-12-10 00:00:00+00:00,67.150000,67.12,67.517500,66.465000,90529532,reg,False,AAPL
2019-12-11 00:00:00+00:00,67.202500,67.6925,67.775000,67.125000,78893564,reg,False,AAPL
2019-12-12 00:00:00+00:00,66.945000,67.865,68.139975,66.830250,137748168,reg,False,AAPL
2019-12-13 00:00:00+00:00,67.865000,68.7875,68.825000,67.732500,133731224,reg,False,AAPL
2019-12-16 00:00:00+00:00,69.250000,69.965,70.197500,69.245000,128324420,reg,False,AAPL
2019-12-17 00:00:00+00:00,69.892500,70.1025,70.442500,69.700000,114303192,reg,False,AAPL
2019-12-18 00:00:00+00:00,69.950000,69.935,70.475000,69.780000,116098748,reg,False,AAPL
2019-12-19 00:00:00+00:00,69.875000,70.005,70.295000,69.737500,98507788,reg,False,AAPL
2019-12-20 00:00:00+00:00,70.557500,69.86,70.662500,69.640000,276130972,reg,False,AAPL
2019-12-23 00:00:00+00:00,70.132500,71.0,71.062500,70.093375,98711532,reg,False,AAPL
2019-12-24 00:00:00+00:00,71.172500,71.0675,71.222500,70.729925,48478856,reg,False,AAPL
2019-12-26 00:00:00+00:00,71.205000,72.4775,72.495000,71.175000,93336016,reg,False,AAPL
2019-12-27 00:00:00+00:00,72.780000,72.45,73.492500,72.030000,146371744,reg,False,AAPL
2019-12-30 00:00:00+00:00,72.365000,72.88,73.172500,71.305000,144238456,reg,False,AAPL
2019-12-31 00:00:00+00:00,72.482500,73.4125,73.420000,72.380000,100990500,reg,False,AAPL
2020-01-02 00:00:00+00:00,74.060000,75.0875,75.150000,73.797500,135647456,reg,False,AAPL
2020-01-03 00:00:00+00:00,74.287500,74.3575,75.145000,74.125000,146535512,reg,False,AAPL
2020-01-06 00:00:00+00:00,73.447500,74.95,74.990000,73.187500,118578576,reg,False,AAPL
2020-01-07 00:00:00+00:00,74.960000,74.5975,75.225000,74.370000,111510620,reg,False,AAPL
2020-01-08 00:00:00+00:00,74.290000,75.7975,76.109975,74.289000,132363784,reg,False,AAPL
2020-01-09 00:00:00+00:00,76.808750,77.4075,77.607500,76.550000,170486168,reg,False,AAPL
2020-01-10 00:00:00+00:00,77.650000,77.5825,78.167500,77.062500,140869088,reg,False,AAPL
2020-01-13 00:00:00+00:00,77.910000,79.24,79.267500,77.787500,122086888,reg,False,AAPL
2020-01-14 00:00:00+00:00,79.175000,78.17,79.392500,78.042500,162613828,reg,False,AAPL
2020-01-15 00:00:00+00:00,77.962500,77.835,78.875000,77.387500,121923528,reg,False,AAPL
2020-01-16 00:00:00+00:00,78.397500,78.81,78.925000,78.022500,108829016,reg,False,AAPL
2020-01-17 00:00:00+00:00,79.067500,79.6825,79.685000,78.750000,137816468,reg,False,AAPL
2020-01-21 00:00:00+00:00,79.297500,79.1425,79.755000,79.000000,110843256,reg,False,AAPL
2020-01-22 00:00:00+00:00,79.645000,79.425,79.997500,79.327500,101832460,reg,False,AAPL
2020-01-23 00:00:00+00:00,79.480000,79.8075,79.890000,78.912500,104471972,reg,False,AAPL
2020-01-24 00:00:00+00:00,80.062500,79.5775,80.832500,79.379700,146537520,reg,False,AAPL
2020-01-27 00:00:00+00:00,77.515000,77.2375,77.942500,76.220000,161940020,reg,False,AAPL
2020-01-28 00:00:00+00:00,78.150000,79.4225,79.600000,78.047500,162233944,reg,False,AAPL
2020-01-29 00:00:00+00:00,81.112500,81.085,81.962500,80.345000,216599712,reg,False,AAPL
2020-01-30 00:00:00+00:00,80.135875,80.9675,81.022500,79.687500,126743232,reg,False,AAPL
2020-01-31 00:00:00+00:00,80.232500,77.3775,80.670000,77.072500,199588384,reg,False,AAPL
2020-02-03 00:00:00+00:00,76.075000,77.165,78.372500,75.555000,173985604,reg,False,AAPL
2020-02-04 00:00:00+00:00,78.827500,79.7125,79.910000,78.408625,136616536,reg,False,AAPL
2020-02-05 00:00:00+00:00,80.880000,80.3625,81.190000,79.737500,118826872,reg,False,AAPL
2020-02-06 00:00:00+00:00,80.642500,81.3025,81.305000,80.066200,105425540,reg,False,AAPL
2020-02-07 00:00:00+00:00,80.592500,80.0075,80.850000,79.500000,117684048,reg,False,AAPL
2020-02-10 00:00:00+00:00,78.545000,80.3875,80.387500,78.462500,109348860,reg,False,AAPL
2020-02-11 00:00:00+00:00,80.900000,79.9025,80.975000,79.677500,94323120,reg,False,AAPL
2020-02-12 00:00:00+00:00,80.367500,81.8,81.805000,80.367500,113730292,reg,False,AAPL
2020-02-13 00:00:00+00:00,81.047500,81.2175,81.555000,80.837500,94747568,reg,False,AAPL
2020-02-14 00:00:00+00:00,81.185000,81.2375,81.495000,80.712500,80113788,reg,False,AAPL
2020-02-18 00:00:00+00:00,78.840000,79.75,79.937500,78.652500,152762180,reg,False,AAPL
2020-02-19 00:00:00+00:00,80.000000,80.905,81.142500,80.000000,93983964,reg,False,AAPL
2020-02-20 00:00:00+00:00,80.657500,80.075,81.162500,79.552500,100565956,reg,False,AAPL
2020-02-21 00:00:00+00:00,79.655000,78.2625,80.112500,77.625000,129705660,reg,False,AAPL
2020-02-24 00:00:00+00:00,74.315000,74.545,76.045000,72.307500,222195312,reg,False,AAPL
2020-02-25 00:00:00+00:00,75.237500,72.02,75.632500,71.532500,230673456,reg,False,AAPL
2020-02-26 00:00:00+00:00,71.632500,73.1625,74.470000,71.625000,198713724,reg,False,AAPL
2020-02-27 00:00:00+00:00,70.275000,68.38,71.500000,68.240000,320605524,reg,False,AAPL
2020-02-28 00:00:00+00:00,64.315000,68.34,69.602500,64.092500,426884920,reg,False,AAPL
2020-03-02 00:00:00+00:00,70.570000,74.7025,75.360000,69.430000,341397356,reg,False,AAPL
2020-03-03 00:00:00+00:00,75.917500,72.33,76.000000,71.450000,319475408,reg,False,AAPL
2020-03-04 00:00:00+00:00,74.110000,75.685,75.850000,73.282500,219178272,reg,False,AAPL
2020-03-05 00:00:00+00:00,73.880000,73.23,74.887500,72.852500,187572876,reg,False,AAPL
2020-03-06 00:00:00+00:00,70.500000,72.2575,72.705000,70.307500,226176984,reg,False,AAPL
2020-03-09 00:00:00+00:00,65.937500,66.5425,69.522500,65.750000,286744832,reg,False,AAPL
2020-03-10 00:00:00+00:00,69.285000,71.335,71.610000,67.342500,285290080,reg,False,AAPL
2020-03-11 00:00:00+00:00,69.347500,68.8575,70.305000,67.965000,256379880,reg,False,AAPL
2020-03-12 00:00:00+00:00,63.985000,62.0575,67.500000,62.000000,418474068,reg,False,AAPL
2020-03-13 00:00:00+00:00,66.222500,69.4925,69.980000,63.237500,370732128,reg,False,AAPL
2020-03-16 00:00:00+00:00,60.487500,60.5525,64.770000,60.000000,322423460,reg,False,AAPL
2020-03-17 00:00:00+00:00,61.877500,63.215,64.402500,59.600000,324055860,reg,False,AAPL
2020-03-18 00:00:00+00:00,59.942500,61.6675,62.500000,59.280000,300233624,reg,False,AAPL
2020-03-19 00:00:00+00:00,61.846250,61.195,63.210000,60.652500,271857020,reg,False,AAPL
2020-03-20 00:00:00+00:00,61.795000,57.31,62.957500,57.000000,401693384,reg,False,AAPL
2020-03-23 00:00:00+00:00,57.020000,56.0925,57.124925,53.152500,336752832,reg,False,AAPL
2020-03-24 00:00:00+00:00,59.090000,61.72,61.922500,58.575000,287531092,reg,False,AAPL
2020-03-25 00:00:00+00:00,62.687500,61.38,64.562500,61.075000,303602040,reg,False,AAPL
2020-03-26 00:00:00+00:00,61.630000,64.61,64.670000,61.590000,252560676,reg,False,AAPL
2020-03-27 00:00:00+00:00,63.187500,61.935,63.967500,61.762500,204216612,reg,False,AAPL
2020-03-30 00:00:00+00:00,62.685000,63.7025,63.880000,62.350000,167976440,reg,False,AAPL
2020-03-31 00:00:00+00:00,63.900000,63.5725,65.622500,63.000000,197002004,reg,False,AAPL
2020-04-01 00:00:00+00:00,61.625000,60.2275,62.180000,59.782500,176218552,reg,False,AAPL
2020-04-02 00:00:00+00:00,60.085000,61.2325,61.287500,59.225000,165933972,reg,False,AAPL
2020-04-03 00:00:00+00:00,60.700000,60.3525,61.425000,59.743525,129880068,reg,False,AAPL
2020-04-06 00:00:00+00:00,62.725000,65.6175,65.777500,62.345000,201820284,reg,False,AAPL
2020-04-07 00:00:00+00:00,67.700000,64.8575,67.925000,64.750000,202887324,reg,False,AAPL
2020-04-08 00:00:00+00:00,65.685000,66.5175,66.842500,65.307500,168895284,reg,False,AAPL
2020-04-09 00:00:00+00:00,67.175000,66.9975,67.517500,66.175000,162116492,reg,False,AAPL
2020-04-13 00:00:00+00:00,67.077500,68.3125,68.425000,66.457500,131022924,reg,False,AAPL
2020-04-14 00:00:00+00:00,70.000000,71.7625,72.062500,69.512500,194994688,reg,False,AAPL
2020-04-15 00:00:00+00:00,70.600000,71.1075,71.582500,70.157500,131154564,reg,False,AAPL
2020-04-16 00:00:00+00:00,71.845000,71.6725,72.049375,70.587550,157125160,reg,False,AAPL
2020-04-17 00:00:00+00:00,71.172500,70.7,71.736250,69.215000,215249912,reg,False,AAPL
2020-04-20 00:00:00+00:00,69.487500,69.2325,70.420000,69.212500,130015000,reg,False,AAPL
2020-04-21 00:00:00+00:00,69.070000,67.0925,69.312500,66.357500,180991572,reg,False,AAPL
2020-04-22 00:00:00+00:00,68.402500,69.025,69.475000,68.050000,117057368,reg,False,AAPL
2020-04-23 00:00:00+00:00,68.967500,68.7575,70.437500,68.717500,124814328,reg,False,AAPL
2020-04-24 00:00:00+00:00,69.300000,70.7425,70.752500,69.250000,126508732,reg,False,AAPL
2020-04-27 00:00:00+00:00,70.450000,70.7925,71.135000,69.987500,117087572,reg,False,AAPL
2020-04-28 00:00:00+00:00,71.270000,69.645,71.457500,69.550000,112004748,reg,False,AAPL
2020-04-29 00:00:00+00:00,71.182500,71.9325,72.417500,70.972500,137280816,reg,False,AAPL
2020-04-30 00:00:00+00:00,72.490000,73.45,73.632500,72.087500,183063872,reg,False,AAPL
2020-05-01 00:00:00+00:00,71.562500,72.2675,74.750000,71.462500,240616700,reg,False,AAPL
2020-05-04 00:00:00+00:00,72.292500,73.29,73.422500,71.579300,133567944,reg,False,AAPL
2020-05-05 00:00:00+00:00,73.765000,74.39,75.250000,73.615000,147751180,reg,False,AAPL
2020-05-06 00:00:00+00:00,75.115000,75.1575,75.810000,74.717500,142333752,reg,False,AAPL
2020-05-07 00:00:00+00:00,75.805000,75.935,76.292500,75.492500,115215056,reg,False,AAPL
2020-05-08 00:00:00+00:00,76.410000,77.5325,77.587500,76.072500,134047940,reg,False,AAPL
2020-05-11 00:00:00+00:00,77.025000,78.7525,79.262500,76.810000,145946244,reg,False,AAPL
2020-05-12 00:00:00+00:00,79.457500,77.8525,79.922000,77.727500,162301052,reg,False,AAPL
2020-05-13 00:00:00+00:00,78.037500,76.9125,78.987500,75.802500,200622556,reg,False,AAPL
2020-05-14 00:00:00+00:00,76.127500,77.385,77.447500,75.382500,158929076,reg,False,AAPL
2020-05-15 00:00:00+00:00,75.087500,76.9275,76.975000,75.052500,166348376,reg,False,AAPL
2020-05-18 00:00:00+00:00,78.292500,78.74,79.125000,77.581025,135372500,reg,False,AAPL
2020-05-19 00:00:00+00:00,78.757500,78.285,79.630000,78.252500,101729540,reg,False,AAPL
2020-05-20 00:00:00+00:00,79.170000,79.8075,79.880000,79.050000,111504860,reg,False,AAPL
2020-05-21 00:00:00+00:00,79.665000,79.29,80.222500,78.967500,102688844,reg,False,AAPL
2020-05-22 00:00:00+00:00,78.942500,79.7225,79.807500,78.837500,81803016,reg,False,AAPL
2020-05-26 00:00:00+00:00,80.875000,79.1825,81.060000,79.125000,125521816,reg,False,AAPL
2020-05-27 00:00:00+00:00,79.035000,79.5275,79.677500,78.272500,112945096,reg,False,AAPL
2020-05-28 00:00:00+00:00,79.192500,79.5625,80.860000,78.907500,133796412,reg,False,AAPL
2020-05-29 00:00:00+00:00,79.812500,79.485,80.287500,79.117500,153598128,reg,False,AAPL
2020-06-01 00:00:00+00:00,79.437500,80.4625,80.587500,79.302500,81018612,reg,False,AAPL
2020-06-02 00:00:00+00:00,80.186250,80.835,80.860000,79.732500,87642816,reg,False,AAPL
2020-06-03 00:00:00+00:00,81.165000,81.28,81.550000,80.575000,104491216,reg,False,AAPL
2020-06-04 00:00:00+00:00,81.097500,80.58,81.405000,80.195000,87560364,reg,False,AAPL
2020-06-05 00:00:00+00:00,80.837500,82.875,82.937500,80.807500,137250200,reg,False,AAPL
2020-06-08 00:00:00+00:00,82.562500,83.365,83.400000,81.830000,95654536,reg,False,AAPL
2020-06-09 00:00:00+00:00,83.035000,85.9975,86.402500,83.002500,147712364,reg,False,AAPL
2020-06-10 00:00:00+00:00,86.975000,88.21,88.692500,86.522500,166651752,reg,False,AAPL
2020-06-11 00:00:00+00:00,87.327500,83.975,87.765000,83.870000,201662452,reg,False,AAPL
2020-06-12 00:00:00+00:00,86.180000,84.7,86.950000,83.555825,200146052,reg,False,AAPL
2020-06-15 00:00:00+00:00,83.312500,85.7475,86.420000,83.145000,138808920,reg,False,AAPL
2020-06-16 00:00:00+00:00,87.865000,88.02,88.300000,86.180000,165428728,reg,False,AAPL
2020-06-17 00:00:00+00:00,88.787500,87.8975,88.850000,87.772500,114406504,reg,False,AAPL
2020-06-18 00:00:00+00:00,87.852500,87.9325,88.362500,87.305000,96820384,reg,False,AAPL
2020-06-19 00:00:00+00:00,88.658750,87.43,89.140000,86.287500,264475808,reg,False,AAPL
2020-06-22 00:00:00+00:00,87.835000,89.7175,89.865000,87.787500,135445264,reg,False,AAPL
2020-06-23 00:00:00+00:00,91.000000,91.6325,93.095000,90.567525,212155476,reg,False,AAPL
2020-06-24 00:00:00+00:00,91.250000,90.015,92.197500,89.630000,192623396,reg,False,AAPL
2020-06-25 00:00:00+00:00,90.175000,91.21,91.250000,89.392500,137522512,reg,False,AAPL
2020-06-26 00:00:00+00:00,91.102500,88.4075,91.330000,88.255000,205256844,reg,False,AAPL
2020-06-29 00:00:00+00:00,88.312500,90.445,90.543400,87.820000,130646076,reg,False,AAPL
2020-06-30 00:00:00+00:00,90.020000,91.2,91.495000,90.000000,140223284,reg,False,AAPL
2020-07-01 00:00:00+00:00,91.280000,91.0275,91.840000,90.977500,110737236,reg,False,AAPL
2020-07-02 00:00:00+00:00,91.962500,91.0275,92.617500,90.910000,114041468,reg,False,AAPL
2020-07-06 00:00:00+00:00,92.500000,93.4625,93.945000,92.467500,118655652,reg,False,AAPL
2020-07-07 00:00:00+00:00,93.852500,93.1725,94.655000,93.057500,112424456,reg,False,AAPL
2020-07-08 00:00:00+00:00,94.180000,95.3425,95.375000,94.090000,117091880,reg,False,AAPL
2020-07-09 00:00:00+00:00,96.262500,95.6825,98.477500,94.672500,125642608,reg,False,AAPL
2020-07-10 00:00:00+00:00,95.335000,95.92,95.980000,94.705175,90257320,reg,False,AAPL
2020-07-13 00:00:00+00:00,97.265000,95.4775,99.955000,95.257500,191649140,reg,False,AAPL
2020-07-14 00:00:00+00:00,94.840000,97.0575,97.255000,93.877500,170989364,reg,False,AAPL
2020-07-15 00:00:00+00:00,98.990000,97.725,99.247500,96.490000,153197932,reg,False,AAPL
2020-07-16 00:00:00+00:00,96.562500,96.5225,97.405000,95.905000,110577672,reg,False,AAPL
2020-07-17 00:00:00+00:00,96.987500,96.3275,97.147500,95.840000,92186900,reg,False,AAPL
2020-07-20 00:00:00+00:00,96.416250,98.3575,98.500000,96.062500,90317908,reg,False,AAPL
2020-07-21 00:00:00+00:00,99.172500,97.0,99.250000,96.742500,103645836,reg,False,AAPL
2020-07-22 00:00:00+00:00,96.692500,97.2725,97.975000,96.602500,89001652,reg,False,AAPL
2020-07-23 00:00:00+00:00,96.998375,92.845,97.077500,92.009750,197004432,reg,False,AAPL
2020-07-24 00:00:00+00:00,90.987500,92.615,92.970000,89.145000,185438864,reg,False,AAPL
2020-07-27 00:00:00+00:00,93.710000,94.81,94.905000,93.480000,121214192,reg,False,AAPL
2020-07-28 00:00:00+00:00,94.367500,93.2525,94.549650,93.247500,103625500,reg,False,AAPL
2020-07-29 00:00:00+00:00,93.750000,95.04,95.230000,93.712500,90329256,reg,False,AAPL
2020-07-30 00:00:00+00:00,94.187500,96.19,96.297500,93.767500,158130020,reg,False,AAPL
2020-07-31 00:00:00+00:00,102.883750,106.26,106.415000,100.825000,374295468,reg,False,AAPL
2020-08-03 00:00:00+00:00,108.200000,108.9375,111.636425,107.892500,308151388,reg,False,AAPL
2020-08-04 00:00:00+00:00,109.132500,109.665,110.790000,108.387500,172792368,reg,False,AAPL
2020-08-05 00:00:00+00:00,109.377500,110.0625,110.392500,108.897500,121991952,reg,False,AAPL
2020-08-06 00:00:00+00:00,110.405000,113.9025,114.412500,109.797500,202428900,reg,False,AAPL
2020-08-07 00:00:00+00:00,113.205000,111.1125,113.675000,110.292500,198045612,reg,False,AAPL
2020-08-10 00:00:00+00:00,112.600000,112.7275,113.775000,110.000000,212403424,reg,False,AAPL
2020-08-11 00:00:00+00:00,111.968750,109.375,112.482500,109.106675,187902376,reg,False,AAPL
2020-08-12 00:00:00+00:00,110.497500,113.01,113.275000,110.297500,165944820,reg,False,AAPL
2020-08-13 00:00:00+00:00,114.430000,115.01,116.042500,113.927500,210082064,reg,False,AAPL
2020-08-14 00:00:00+00:00,114.828750,114.9075,115.000000,113.045000,165565208,reg,False,AAPL
2020-08-17 00:00:00+00:00,116.062500,114.6075,116.087500,113.962525,119561444,reg,False,AAPL
2020-08-18 00:00:00+00:00,114.352500,115.5625,116.000000,114.007500,105633540,reg,False,AAPL
